D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\center_2017_04_15_09_42_28_732.jpg,D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\left_2017_04_15_09_42_28_732.jpg,D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\right_2017_04_15_09_42_28_732.jpg,0,0,0,2.12622E-05
D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\center_2017_04_15_09_42_28_810.jpg,D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\left_2017_04_15_09_42_28_810.jpg,D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\right_2017_04_15_09_42_28_810.jpg,0,0,0,7.824042E-06
D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\center_2017_04_15_09_42_28_943.jpg,D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\left_2017_04_15_09_42_28_943.jpg,D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\right_2017_04_15_09_42_28_943.jpg,0,0,0,2.673205E-06
D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\center_2017_04_15_09_42_29_009.jpg,D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\left_2017_04_15_09_42_29_009.jpg,D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\right_2017_04_15_09_42_29_009.jpg,0,0,0,2.902035E-06
D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\center_2017_04_15_09_42_29_085.jpg,D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\left_2017_04_15_09_42_29_085.jpg,D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\right_2017_04_15_09_42_29_085.jpg,0,0,0,6.484312E-06
D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\center_2017_04_15_09_42_29_151.jpg,D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\left_2017_04_15_09_42_29_151.jpg,D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\right_2017_04_15_09_42_29_151.jpg,0,0,0,1.075197E-06
D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\center_2017_04_15_09_42_29_219.jpg,D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\left_2017_04_15_09_42_29_219.jpg,D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\right_2017_04_15_09_42_29_219.jpg,0,0,0,2.786156E-06
D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\center_2017_04_15_09_42_29_373.jpg,D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\left_2017_04_15_09_42_29_373.jpg,D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\right_2017_04_15_09_42_29_373.jpg,0,0,0,3.374977E-06
D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\center_2017_04_15_09_42_29_440.jpg,D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\left_2017_04_15_09_42_29_440.jpg,D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\right_2017_04_15_09_42_29_440.jpg,0,0,0,1.139989E-06
D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\center_2017_04_15_09_42_29_510.jpg,D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\left_2017_04_15_09_42_29_510.jpg,D:\08_Learning\Self-driving car NANODEGREE\Challenges\CarND-Behavioral-Cloning-P3\data\IMG\right_2017_04_15_09_42_29_510.jpg,0,0,0,6.231467E-06
